"playerID","tmID","year","off_win_share","def_win_share","win_share","tot_reb_percent","usage_percent","val_over_rep_player","plus_minus","player_eff_rating"
"barnedi01","NYK",1968,5.2,2.6,7.8,NA,NA,NA,NA,14.3
"barneji02","SDR",1968,1.6,3.2,4.8,NA,NA,NA,NA,14.7
"barnhjo01","BAL",1968,0.2,0.7,1,NA,NA,NA,NA,11.4
"bayloel01","LAL",1968,5.1,3.4,8.5,NA,NA,NA,NA,20.7
"beatyze01","ATL",1968,5.8,2.6,8.4,NA,NA,NA,NA,19.1
"bellawa01","NYK",1968,2.5,1.8,4.3,NA,NA,NA,NA,17.9
"bellawa01","DET",1968,5.2,0.9,6.1,NA,NA,NA,NA,18
"biedeed01","PHO",1968,-0.1,0,-0.1,NA,NA,NA,NA,2.7
"bingda01","DET",1968,3.3,1.2,4.5,NA,NA,NA,NA,17.8
"blockjo01","SDR",1968,2,3.5,5.5,NA,NA,NA,NA,14.5
"boerwto01","CHI",1968,-1.7,4.3,2.6,NA,NA,NA,NA,12.9
"boozebo01","CHI",1968,8,3.5,11.6,NA,NA,NA,NA,19.9
"bowmana01","NYK",1968,-1,1,0,NA,NA,NA,NA,9.2
"bradlbi01","NYK",1968,1.9,2.7,4.7,NA,NA,NA,NA,13.1
"bridgbi01","ATL",1968,3,3.7,6.7,NA,NA,NA,NA,15.4
"bryanem01","BOS",1968,-0.5,2.4,1.9,NA,NA,NA,NA,8.8
"caldwjo01","ATL",1968,4.7,2,6.7,NA,NA,NA,NA,14.5
"cartyja01","LAL",1968,-0.3,0.2,-0.1,NA,NA,NA,NA,10.1
"chambwi01","LAL",1968,9.4,5.3,14.7,NA,NA,NA,NA,21.9
"chanedo01","BOS",1968,-0.9,0.4,-0.5,NA,NA,NA,NA,6.3
"chapple01","MIL",1968,3.1,1.6,4.7,NA,NA,NA,NA,16
"clarkar01","PHI",1968,4,2.2,6.2,NA,NA,NA,NA,15.9
"clemeba01","CHI",1968,-1.9,2,0.1,NA,NA,NA,NA,10.9
"countme01","LAL",1968,2.3,1.9,4.3,NA,NA,NA,NA,16.5
"crawffr01","LAL",1968,1,1.2,2.2,NA,NA,NA,NA,8.8
"cunnibi01","PHI",1968,4.4,4.6,9,NA,NA,NA,NA,18.7
"cunnidi01","MIL",1968,0.2,1,1.2,NA,NA,NA,NA,10.9
"davisji01","ATL",1968,2.2,1.6,3.8,NA,NA,NA,NA,17.3
"debusda01","DET",1968,1,0.5,1.5,NA,NA,NA,NA,14.7
"debusda01","NYK",1968,1.2,2.6,3.8,NA,NA,NA,NA,14.3
"dierkco01","CIN",1968,2.5,0.5,3,NA,NA,NA,NA,16.1
"dinwibi01","CIN",1968,-1.6,0.2,-1.5,NA,NA,NA,NA,6.4
"dischte01","DET",1968,3.3,0.5,3.8,NA,NA,NA,NA,14.1
"doveso01","DET",1968,0.3,0.1,0.4,NA,NA,NA,NA,13.6
"eganjo01","LAL",1968,1.8,1.3,3.1,NA,NA,NA,NA,11.3
"ellisjo01","SFW",1968,-1.2,2.5,1.3,NA,NA,NA,NA,13.6
"ellisle01","BAL",1968,1,2.6,3.6,NA,NA,NA,NA,12.8
"embrywa01","MIL",1968,1.6,1.8,3.4,NA,NA,NA,NA,13.5
"erickke01","LAL",1968,0.4,1.6,1.9,NA,NA,NA,NA,9.9
"ferrybo01","BAL",1968,-0.1,0.1,0,NA,NA,NA,NA,11.1
"finkeha01","SDR",1968,0.3,0.5,0.9,NA,NA,NA,NA,13.1
"fostefr01","CIN",1968,-0.3,0.1,-0.2,NA,NA,NA,NA,8.7
"foxji01","DET",1968,0.4,0.2,0.6,NA,NA,NA,NA,13.2
"foxji01","PHO",1968,2.5,0.7,3.3,NA,NA,NA,NA,14.1
"fraziwa01","NYK",1968,8.3,4.4,12.7,NA,NA,NA,NA,20.2
"frinkpa01","CIN",1968,-0.5,0.1,-0.5,NA,NA,NA,NA,7.9
"gambeda01","MIL",1968,1.8,0.5,2.2,NA,NA,NA,NA,19.5
"gambeda01","DET",1968,0.4,0.1,0.5,NA,NA,NA,NA,14.7
"goodrga01","PHO",1968,2.6,1,3.6,NA,NA,NA,NA,16.9
"grahama01","BOS",1968,-0.5,0.2,-0.3,NA,NA,NA,NA,4.6
"greenjo01","PHI",1968,1.2,1.2,2.4,NA,NA,NA,NA,16.2
"greerha01","PHI",1968,6.5,3.4,9.9,NA,NA,NA,NA,16.9
"gregoga01","PHO",1968,-1.1,0.7,-0.4,NA,NA,NA,NA,11.6
"gueriri01","ATL",1968,0.7,0.5,1.2,NA,NA,NA,NA,13.5
"guokama02","PHI",1968,0.4,0.8,1.2,NA,NA,NA,NA,8.6
"hairsal01","SEA",1968,-0.6,0.1,-0.5,NA,NA,NA,NA,6.6
"hairsha01","DET",1968,5.8,1.2,7,NA,NA,NA,NA,17.2
"halimsh01","PHI",1968,-0.1,0.4,0.3,NA,NA,NA,NA,13.2
"hamilde01","ATL",1968,0.4,0.1,0.5,NA,NA,NA,NA,16.1
"harlisk01","ATL",1968,0.4,0.2,0.5,NA,NA,NA,NA,14.8
"harriar01","SEA",1968,-1.6,1.2,-0.4,NA,NA,NA,NA,9
"haskicl01","CHI",1968,1.9,3.4,5.3,NA,NA,NA,NA,14.4
"havlijo01","BOS",1968,1,6.3,7.3,NA,NA,NA,NA,17
"hawkito01","LAL",1968,1.2,1.1,2.3,NA,NA,NA,NA,10.1
"hayesel01","SDR",1968,3.6,6,9.6,NA,NA,NA,NA,18.9
"abdulma01","ATL",1968,0.3,2.2,2.5,NA,NA,NA,NA,12.6
"hetzefr01","MIL",1968,1.5,1.2,2.6,NA,NA,NA,NA,15.7
"hetzefr01","CIN",1968,1.8,0.1,1.9,NA,NA,NA,NA,15.2
"hewitbi01","LAL",1968,0.5,1.2,1.7,NA,NA,NA,NA,11.2
"hoskebi01","NYK",1968,0,0.5,0.5,NA,NA,NA,NA,9.9
"howelba01","BOS",1968,6.4,4.9,11.3,NA,NA,NA,NA,19.4
"hudsolo01","ATL",1968,7.8,2.3,10.1,NA,NA,NA,NA,18.7
"imhofda01","PHI",1968,2.4,3.4,5.9,NA,NA,NA,NA,13.2
"jackslu01","PHI",1968,0.5,1.2,1.7,NA,NA,NA,NA,14.2
"jacksph01","NYK",1968,0.5,1.2,1.7,NA,NA,NA,NA,10.6
"johnsgu01","BAL",1968,2.2,3,5.1,NA,NA,NA,NA,17.5
"johnsne02","PHO",1968,1.7,0.5,2.2,NA,NA,NA,NA,13.1
"johnsri01","BOS",1968,-0.3,0.3,0.1,NA,NA,NA,NA,9
"jonessa01","BOS",1968,1.9,3,4.9,NA,NA,NA,NA,17.6
"joneswa02","PHI",1968,1.8,2.3,4,NA,NA,NA,NA,12.5
"kauffbo01","SEA",1968,2.1,1,3.1,NA,NA,NA,NA,12.5
"kennejo01","SEA",1968,-0.1,0.6,0.5,NA,NA,NA,NA,9.1
"kimbato01","SDR",1968,0.2,2.9,3.2,NA,NA,NA,NA,12.9
"kingji01","SFW",1968,-1.3,1.2,-0.1,NA,NA,NA,NA,9
"knowlro01","PHO",1968,-0.1,0,-0.1,NA,NA,NA,NA,-0.1
"kojisdo01","SDR",1968,4,4.3,8.3,NA,NA,NA,NA,16.7
"komivho01","NYK",1968,-0.7,1,0.3,NA,NA,NA,NA,10.4
"komivho01","DET",1968,0.5,0.6,1.1,NA,NA,NA,NA,12.1
"kronto01","SEA",1968,0.1,0.7,0.8,NA,NA,NA,NA,11.6
"lantzst01","SDR",1968,1.8,1.6,3.4,NA,NA,NA,NA,11.9
"larusru01","SFW",1968,2.9,3.4,6.3,NA,NA,NA,NA,15.9
"lattida01","PHO",1968,0.2,0.3,0.6,NA,NA,NA,NA,12
"leecl01","SFW",1968,-0.5,3.6,3.1,NA,NA,NA,NA,12.3
"lehmage01","ATL",1968,-0.1,0.1,0,NA,NA,NA,NA,11.3
"lewisbo01","SFW",1968,0.1,0.9,1,NA,NA,NA,NA,10.8
"lottpl01","SEA",1968,-0.7,0.1,-0.6,NA,NA,NA,NA,2.3
"loughke01","BAL",1968,4,3.9,8,NA,NA,NA,NA,15.8
"lovebo01","MIL",1968,-0.1,0.1,0,NA,NA,NA,NA,11.9
"lovebo01","CHI",1968,0.2,0.4,0.6,NA,NA,NA,NA,16.7
"lucasje01","CIN",1968,8.6,0.8,9.5,NA,NA,NA,NA,20.6
"mannied01","BAL",1968,0.3,1.2,1.4,NA,NA,NA,NA,12.3
"marinja01","BAL",1968,4.4,4.1,8.5,NA,NA,NA,NA,15.8
"maydo01","NYK",1968,-0.6,0.6,0,NA,NA,NA,NA,9.2
"mcglojo01","MIL",1968,6.3,1.7,7.9,NA,NA,NA,NA,16.7
"mckenst01","PHO",1968,2,0.4,2.4,NA,NA,NA,NA,12.9
"mclemmc01","PHO",1968,-0.2,0.2,0,NA,NA,NA,NA,13.2
"mclemmc01","DET",1968,0.1,0.3,0.4,NA,NA,NA,NA,11.4
"meschto01","SEA",1968,2.8,1.8,4.6,NA,NA,NA,NA,14.5
"milesed01","DET",1968,1.8,0.6,2.4,NA,NA,NA,NA,12.5
"milleja01","MIL",1968,-0.1,0,-0.1,NA,NA,NA,NA,1.5
"monroea01","BAL",1968,4.8,4,8.8,NA,NA,NA,NA,18.4
"mooreot01","DET",1968,0.3,0.6,0.9,NA,NA,NA,NA,11.7
"mueller01","CHI",1968,-1.1,1.4,0.3,NA,NA,NA,NA,9.3
"mueller01","SEA",1968,0.2,0.3,0.6,NA,NA,NA,NA,13
"mullije01","SFW",1968,6.4,3.7,10,NA,NA,NA,NA,18.9
"murredo01","SEA",1968,-0.1,0.3,0.2,NA,NA,NA,NA,12.1
"nelsodo01","BOS",1968,4.2,3.3,7.5,NA,NA,NA,NA,17.5
"newmada01","CHI",1968,-0.9,1.7,0.8,NA,NA,NA,NA,11.2
"niemari01","DET",1968,0,0.1,0.1,NA,NA,NA,NA,11.6
"niemari01","MIL",1968,0,0.1,0.1,NA,NA,NA,NA,12.2
"ohldo01","ATL",1968,0.6,1.3,1.9,NA,NA,NA,NA,11.5
"olsenbu01","BOS",1968,-0.2,0.1,-0.1,NA,NA,NA,NA,7.8
"olsenbu01","DET",1968,-0.1,0,-0.1,NA,NA,NA,NA,6.1
"ormsba01","BAL",1968,-1.8,1.1,-0.7,NA,NA,NA,NA,3.2
"paulkch01","MIL",1968,-1,0.2,-0.8,NA,NA,NA,NA,3.9
"peterlo01","CHI",1968,-0.1,0.3,0.3,NA,NA,NA,NA,9.8
"quickbo01","BAL",1968,0.1,0.2,0.3,NA,NA,NA,NA,14.9
"raymocr01","PHI",1968,-0.3,0.3,0,NA,NA,NA,NA,7.6
"reedwi01","NYK",1968,9.5,5.1,14.7,NA,NA,NA,NA,21.4
"rileypa01","SDR",1968,-0.2,1.2,1,NA,NA,NA,NA,11.6
"riordmi01","NYK",1968,-0.6,0.4,-0.1,NA,NA,NA,NA,6.2
"roberos01","CIN",1968,12.2,0.7,12.9,NA,NA,NA,NA,21.8
"robinfl01","CHI",1968,1,0.6,1.6,NA,NA,NA,NA,18.6
"robinfl01","MIL",1968,3.7,1.4,5.1,NA,NA,NA,NA,18.6
"rodgegu01","MIL",1968,-0.5,1.8,1.3,NA,NA,NA,NA,14.2
"rulebo01","SEA",1968,5.9,1.9,7.8,NA,NA,NA,NA,18.6
"russebi01","BOS",1968,1,9.9,10.9,NA,NA,NA,NA,15.2
"russeca01","NYK",1968,2.6,1.5,4.1,NA,NA,NA,NA,15.2
"sandeto01","BOS",1968,1.3,4.1,5.4,NA,NA,NA,NA,12.8
"schluda01","SFW",1968,0.2,0.9,1.1,NA,NA,NA,NA,12.6
"scottra01","BAL",1968,0.7,3.8,4.5,NA,NA,NA,NA,14.9
"siegfla01","BOS",1968,1.2,4.4,5.6,NA,NA,NA,NA,13.6
"silaspa01","ATL",1968,1,2.3,3.3,NA,NA,NA,NA,15.4
"simsdo01","CIN",1968,0,0,0,NA,NA,NA,NA,5
"sloanje01","CHI",1968,2.3,4.1,6.4,NA,NA,NA,NA,14.9
"smithad01","CIN",1968,2.4,0.2,2.6,NA,NA,NA,NA,13.5
"smithgr01","MIL",1968,0.8,1.9,2.7,NA,NA,NA,NA,12.1
"snydedi01","PHO",1968,3.2,0.6,3.7,NA,NA,NA,NA,13.9
"thornro01","SEA",1968,1.1,0.3,1.4,NA,NA,NA,NA,17.6
"thurmna01","SFW",1968,0.5,6.1,6.5,NA,NA,NA,NA,18.4
"trappjo01","SDR",1968,-0.2,0.2,0,NA,NA,NA,NA,10.9
"tresvjo01","CIN",1968,1,0.3,1.3,NA,NA,NA,NA,11.3
"tresvjo01","SEA",1968,1.4,0.6,1.9,NA,NA,NA,NA,15.9
"tuckeal01","SEA",1968,0.4,0.7,1.1,NA,NA,NA,NA,12.9
"tuckeal01","CIN",1968,0.8,0.1,0.9,NA,NA,NA,NA,12.4
"turnebi01","SFW",1968,1.2,1.9,3.1,NA,NA,NA,NA,12.2
"unselwe01","BAL",1968,3.8,7,10.8,NA,NA,NA,NA,18.1
"vanardi01","PHO",1968,4.7,1,5.6,NA,NA,NA,NA,15.1
"vanarto01","CIN",1968,4.4,0.4,4.8,NA,NA,NA,NA,12.7
"walkech01","PHI",1968,6.8,2.9,9.8,NA,NA,NA,NA,16.7
"walkeji01","DET",1968,3.1,0.5,3.6,NA,NA,NA,NA,14.9
"walledw01","ATL",1968,-0.1,0,-0.1,NA,NA,NA,NA,2.3
"warlibo01","MIL",1968,-0.1,0,-0.1,NA,NA,NA,NA,0
"warlibo01","PHO",1968,0,0.3,0.3,NA,NA,NA,NA,13.5
"washiji01","CHI",1968,1.5,4,5.4,NA,NA,NA,NA,14.7
"weissbo01","MIL",1968,-0.5,0.1,-0.3,NA,NA,NA,NA,8.6
"weissbo01","CHI",1968,0.4,1.6,2,NA,NA,NA,NA,11.1
"weslewa01","CIN",1968,1.5,0.2,1.7,NA,NA,NA,NA,13.6
"westje01","LAL",1968,8.6,2.1,10.8,NA,NA,NA,NA,22.3
"wilbuke01","CHI",1968,-0.1,0,0,NA,NA,NA,NA,9.9
"wilkele01","SEA",1968,6.8,2.2,9,NA,NA,NA,NA,18.4
"williar01","SDR",1968,-0.4,3.8,3.4,NA,NA,NA,NA,13.1
"willicl01","DET",1968,-0.1,0,-0.1,NA,NA,NA,NA,-3.5
"williro01","SFW",1968,0.6,2,2.6,NA,NA,NA,NA,12.9
"willisa01","MIL",1968,-0.8,0.4,-0.4,NA,NA,NA,NA,7.9
"wilsoge01","PHO",1968,-0.6,0.5,0,NA,NA,NA,NA,12.6
"wilsoge01","PHI",1968,0.6,0.8,1.5,NA,NA,NA,NA,14.5
"workmto01","BAL",1968,-0.1,0.1,0.1,NA,NA,NA,NA,14.1
"abdulza01","MIL",1969,0,2,2,NA,NA,NA,NA,12.4
"abdulka01","MIL",1969,9.3,4.5,13.8,NA,NA,NA,NA,22.5
"adelmri01","SDR",1969,-0.2,0.9,0.7,NA,NA,NA,NA,10.2
"allenlu01","SEA",1969,1.2,1,2.2,NA,NA,NA,NA,13.7
"anderwa01","CIN",1969,-0.4,0.3,-0.2,NA,NA,NA,NA,8.8
"arthujo01","MIL",1969,-0.1,0.1,0,NA,NA,NA,NA,11.3
"attleal01","SFW",1969,-0.1,0.9,0.8,NA,NA,NA,NA,11.5
"barneji01","BOS",1969,-0.3,1.4,1.1,NA,NA,NA,NA,11.3
"barnedi01","NYK",1969,3.1,3.7,6.8,NA,NA,NA,NA,12.9
"barneji02","SDR",1969,2.6,2.7,5.4,NA,NA,NA,NA,16
"baumjo01","CHI",1969,-0.1,0,-0.1,NA,NA,NA,NA,2
"bayloel01","LAL",1969,4.5,3.3,7.8,NA,NA,NA,NA,20.8
"beardbu01","ATL",1969,1.7,0.5,2.2,NA,NA,NA,NA,15.7
"bellawa01","DET",1969,2.6,0.7,3.3,NA,NA,NA,NA,16.7
"bellawa01","ATL",1969,1,0.6,1.6,NA,NA,NA,NA,16
"bingda01","DET",1969,4.1,1.2,5.3,NA,NA,NA,NA,21.3
"blockjo01","SDR",1969,1.9,3.1,5.1,NA,NA,NA,NA,15.5
"boerwto01","CHI",1969,0.7,3.7,4.4,NA,NA,NA,NA,15.3
"boozebo01","SEA",1969,4.4,1.5,5.9,NA,NA,NA,NA,15.2
"bowmana01","NYK",1969,-0.5,1.8,1.3,NA,NA,NA,NA,8.9
"bradlbi01","NYK",1969,1.6,3.3,4.9,NA,NA,NA,NA,13.7
"bridgbi01","ATL",1969,4.2,2.4,6.6,NA,NA,NA,NA,15.9
"bryanem01","BOS",1969,-0.1,1.8,1.7,NA,NA,NA,NA,11.1
"caldwjo01","ATL",1969,6.6,1.3,7.9,NA,NA,NA,NA,17.3
"cartefr01","BAL",1969,-1.7,1.4,-0.3,NA,NA,NA,NA,7.9
"chambwi01","LAL",1969,1.4,1,2.3,NA,NA,NA,NA,24.8
"chambje01","PHO",1969,-0.4,0.4,0,NA,NA,NA,NA,12
"chanedo01","BOS",1969,-0.9,0.8,-0.1,NA,NA,NA,NA,8.9
"chapple01","MIL",1969,1.1,1.1,2.1,NA,NA,NA,NA,14.9
"clarkar01","PHI",1969,5.5,2.6,8.1,NA,NA,NA,NA,16.3
"clemeba01","SEA",1969,0.9,0.8,1.7,NA,NA,NA,NA,12.1
"countme01","LAL",1969,-0.5,3.2,2.7,NA,NA,NA,NA,13.9
"cousybo01","CIN",1969,0,0,0.1,NA,NA,NA,NA,8.6
"crawffr01","MIL",1969,1.4,1.3,2.7,NA,NA,NA,NA,14
"cunnibi01","PHI",1969,5.6,4.8,10.3,NA,NA,NA,NA,21
"cunnidi01","MIL",1969,-0.5,0.5,0,NA,NA,NA,NA,9.7
"dandrbo01","MIL",1969,3.2,2.8,6,NA,NA,NA,NA,15.2
"davisji01","ATL",1969,2.6,1.7,4.3,NA,NA,NA,NA,14.4
"davismi01","BAL",1969,1,1.2,2.2,NA,NA,NA,NA,12
"debusda01","NYK",1969,0.7,5.8,6.6,NA,NA,NA,NA,14.8
"dierkco01","CIN",1969,-0.7,2.2,1.5,NA,NA,NA,NA,13.6
"dischte01","DET",1969,4,0.8,4.8,NA,NA,NA,NA,15.5
"eganjo01","LAL",1969,0.6,1.5,2,NA,NA,NA,NA,9.6
"ellisjo01","SFW",1969,-1.7,2.7,1,NA,NA,NA,NA,13
"ellisle01","BAL",1969,0.9,1.6,2.5,NA,NA,NA,NA,13.3
"erickke01","LAL",1969,0.8,2.1,2.9,NA,NA,NA,NA,11.8
"finkeha01","BOS",1969,1,2.4,3.4,NA,NA,NA,NA,13.1
"fostefr01","CIN",1969,0.8,1.3,2.1,NA,NA,NA,NA,12.4
"foxji01","PHO",1969,4.7,0.9,5.6,NA,NA,NA,NA,15.6
"fraziwa01","NYK",1969,8.6,6.4,15,NA,NA,NA,NA,21.1
"gambeda01","SFW",1969,0.3,1.1,1.4,NA,NA,NA,NA,14.2
"garredi01","LAL",1969,0.3,2,2.3,NA,NA,NA,NA,9.4
"gillihe01","CIN",1969,-0.6,1.1,0.4,NA,NA,NA,NA,11
"goodrga01","PHO",1969,5.4,1.3,6.7,NA,NA,NA,NA,16.3
"greacbo01","MIL",1969,-0.2,0.3,0.1,NA,NA,NA,NA,9
"greenjo01","CIN",1969,5.9,2.5,8.4,NA,NA,NA,NA,18.4
"greenla01","PHO",1969,-0.2,0.4,0.2,NA,NA,NA,NA,10.4
"greerha01","PHI",1969,3.3,3,6.2,NA,NA,NA,NA,15.8
"gregoga01","ATL",1969,-0.3,0.8,0.5,NA,NA,NA,NA,11
"gueriri01","ATL",1969,-0.1,0,-0.1,NA,NA,NA,NA,3.5
"guokama02","PHI",1969,0.9,1.6,2.5,NA,NA,NA,NA,10.2
"hairsal01","SEA",1969,0,0,0,NA,NA,NA,NA,14.7
"hairsha01","DET",1969,1,0.2,1.1,NA,NA,NA,NA,19.5
"hairsha01","LAL",1969,4.6,3.1,7.7,NA,NA,NA,NA,18.3
"halimsh01","CHI",1969,-0.5,0.5,0,NA,NA,NA,NA,11.4
"harriar01","SEA",1969,-0.3,0.1,-0.2,NA,NA,NA,NA,7.6
"harriar01","PHO",1969,-1.7,0.5,-1.2,NA,NA,NA,NA,9.5
"haskicl01","CHI",1969,2.8,3.4,6.1,NA,NA,NA,NA,16.5
"havlijo01","BOS",1969,6.4,4.2,10.6,NA,NA,NA,NA,20
"hawkico01","PHO",1969,8.5,1.6,10.2,NA,NA,NA,NA,19.7
"hayesel01","SDR",1969,2.3,6.2,8.5,NA,NA,NA,NA,18.3
"abdulma01","ATL",1969,3.5,1.5,5,NA,NA,NA,NA,15.7
"heanebr01","BAL",1969,0.1,0.1,0.2,NA,NA,NA,NA,8.3
"hetzefr01","PHI",1969,1.1,0.9,2,NA,NA,NA,NA,14.6
"hewitbi01","LAL",1969,-0.8,0.7,-0.2,NA,NA,NA,NA,6.1
"hewitbi01","DET",1969,-0.4,0.4,0,NA,NA,NA,NA,8.4
"hoskebi01","NYK",1969,0.5,0.5,1,NA,NA,NA,NA,16.6
"howelba01","BOS",1969,0.7,2.4,3.1,NA,NA,NA,NA,14
"hudsolo01","ATL",1969,9.8,1.3,11.1,NA,NA,NA,NA,19
"imhofda01","PHI",1969,4.9,3.3,8.2,NA,NA,NA,NA,15.5
"jackslu01","PHI",1969,0,0.8,0.8,NA,NA,NA,NA,11.9
"johnsgu01","BAL",1969,0.9,5,5.9,NA,NA,NA,NA,16.3
"johnsne02","PHO",1969,-0.3,0.1,-0.3,NA,NA,NA,NA,6.8
"johnsri01","BOS",1969,0.3,0.9,1.2,NA,NA,NA,NA,10.5
"joneswa02","PHI",1969,0.8,1.7,2.5,NA,NA,NA,NA,14
"kauffbo01","CHI",1969,0.5,0.9,1.4,NA,NA,NA,NA,12
"kennejo01","SEA",1969,-0.7,0,-0.6,NA,NA,NA,NA,-2.4
"kimbato01","SDR",1969,-0.3,2.8,2.5,NA,NA,NA,NA,11.9
"kingji01","SFW",1969,0,0.1,0.1,NA,NA,NA,NA,13.1
"kingji01","CIN",1969,0,0.2,0.3,NA,NA,NA,NA,10.3
"kojisdo01","SDR",1969,1.1,2,3.2,NA,NA,NA,NA,14.8
"komivho01","DET",1969,-0.1,0.9,0.9,NA,NA,NA,NA,10.6
"kuberst01","BOS",1969,-0.8,1,0.2,NA,NA,NA,NA,11.3
"lantzst01","SDR",1969,1.9,2.7,4.7,NA,NA,NA,NA,12.9
"leecl01","SFW",1969,0,3.5,3.5,NA,NA,NA,NA,12
"lewisbo01","SFW",1969,-1.6,1.5,-0.1,NA,NA,NA,NA,10
"longpa01","DET",1969,0.2,0.1,0.3,NA,NA,NA,NA,16.9
"loughke01","BAL",1969,1.8,2.2,4,NA,NA,NA,NA,15.9
"lovebo01","CHI",1969,5.6,3,8.6,NA,NA,NA,NA,16.1
"lucasje01","CIN",1969,0.1,0.1,0.3,NA,NA,NA,NA,15.6
"lucasje01","SFW",1969,4.1,3.6,7.6,NA,NA,NA,NA,18.1
"lynnmi01","LAL",1969,-0.7,0.4,-0.3,NA,NA,NA,NA,4.7
"mannied01","BAL",1969,0.1,0.2,0.2,NA,NA,NA,NA,9.3
"mannied01","CHI",1969,-1.3,0.7,-0.6,NA,NA,NA,NA,8.4
"marinja01","BAL",1969,5,3.3,8.3,NA,NA,NA,NA,16
"maydo01","NYK",1969,-0.2,0.4,0.2,NA,NA,NA,NA,9.8
"mccarwi01","LAL",1969,-1.3,0.8,-0.5,NA,NA,NA,NA,8.4
"mcglojo01","MIL",1969,6.2,2.1,8.2,NA,NA,NA,NA,14.8
"mckenst01","PHO",1969,-0.1,0.2,0.1,NA,NA,NA,NA,10.8
"mclemmc01","DET",1969,1.5,0.7,2.1,NA,NA,NA,NA,13.2
"meschto01","SEA",1969,2.9,1.5,4.4,NA,NA,NA,NA,13.6
"milesed01","DET",1969,0.6,0.5,1,NA,NA,NA,NA,12.8
"milesed01","BAL",1969,0.1,0,0.2,NA,NA,NA,NA,10.1
"mixst01","DET",1969,0.2,0.1,0.4,NA,NA,NA,NA,13.1
"monroea01","BAL",1969,5.1,3.2,8.3,NA,NA,NA,NA,17.3
"mooreot01","DET",1969,2,1.5,3.5,NA,NA,NA,NA,14.3
"mueller01","SEA",1969,-0.1,0,-0.1,NA,NA,NA,NA,10.2
"mueller01","DET",1969,2.1,1.1,3.2,NA,NA,NA,NA,12.2
"mullije01","SFW",1969,3.7,3,6.8,NA,NA,NA,NA,17
"murredo01","SEA",1969,1.1,0.8,1.9,NA,NA,NA,NA,13.1
"nelsodo01","BOS",1969,5.7,2.6,8.3,NA,NA,NA,NA,18.5
"newmada01","ATL",1969,0.1,0.4,0.4,NA,NA,NA,NA,12.7
"niemari01","BOS",1969,0,0,0,NA,NA,NA,NA,6.5
"omallgr01","ATL",1969,-0.4,0.1,-0.3,NA,NA,NA,NA,8.6
"ogdenbu01","PHI",1969,0.3,0.4,0.7,NA,NA,NA,NA,14.2
"ohldo01","ATL",1969,0.8,0.4,1.2,NA,NA,NA,NA,10.5
"peterlo01","CHI",1969,-0.2,0.2,0,NA,NA,NA,NA,9.1
"portmbo01","SFW",1969,0.2,0.9,1.2,NA,NA,NA,NA,14.6
"quickbo01","BAL",1969,0.2,0.1,0.2,NA,NA,NA,NA,15.9
"quickbo01","DET",1969,0.2,0.1,0.4,NA,NA,NA,NA,12.2
"rackllu01","CIN",1969,0.6,1.2,1.8,NA,NA,NA,NA,11.5
"reedwi01","NYK",1969,7.2,7.5,14.6,NA,NA,NA,NA,20.3
"reynoge01","DET",1969,0,0,0.1,NA,NA,NA,NA,18.8
"rileypa01","SDR",1969,0,0.7,0.6,NA,NA,NA,NA,11.6
"riordmi01","NYK",1969,1.2,2.6,3.8,NA,NA,NA,NA,11.5
"roberri01","LAL",1969,0.1,2.9,3,NA,NA,NA,NA,11.2
"roberos01","CIN",1969,8.7,2.7,11.4,NA,NA,NA,NA,21.5
"robinfl01","MIL",1969,6.9,2.4,9.3,NA,NA,NA,NA,19.3
"rodgegu01","MIL",1969,-0.2,0.9,0.6,NA,NA,NA,NA,12.4
"rulebo01","SEA",1969,3.4,1.8,5.2,NA,NA,NA,NA,17.7
"russeca01","NYK",1969,2.8,2.4,5.2,NA,NA,NA,NA,16.9
"sandeto01","BOS",1969,1.5,1.5,3,NA,NA,NA,NA,11.6
"schluda01","SFW",1969,0.7,0.9,1.6,NA,NA,NA,NA,11.8
"scholda01","PHI",1969,0,0,0,NA,NA,NA,NA,67.6
"scottra01","BAL",1969,0.3,2.2,2.5,NA,NA,NA,NA,15.1
"siegfla01","BOS",1969,0.9,2,2.9,NA,NA,NA,NA,13.7
"silaspa01","PHO",1969,1.8,1.5,3.3,NA,NA,NA,NA,12.8
"sloanje01","CHI",1969,0.1,1.8,1.9,NA,NA,NA,NA,12.6
"smithad01","CIN",1969,0.2,0.3,0.5,NA,NA,NA,NA,9.4
"smithad01","SFW",1969,-0.3,0.6,0.3,NA,NA,NA,NA,11.7
"smithbi02","SDR",1969,-0.6,1.7,1.1,NA,NA,NA,NA,12.4
"smithgr01","MIL",1969,2.8,2.7,5.5,NA,NA,NA,NA,12.5
"snydedi01","PHO",1969,0.1,0,0.2,NA,NA,NA,NA,8.3
"snydedi01","SEA",1969,4.8,1.2,6,NA,NA,NA,NA,14.7
"stallda01","NYK",1969,0.6,2.8,3.4,NA,NA,NA,NA,14.2
"thornro01","SEA",1969,0.1,0.1,0.1,NA,NA,NA,NA,15.7
"thurmna01","SFW",1969,0.7,3,3.7,NA,NA,NA,NA,18.2
"tormoge01","ATL",1969,0,0,0,NA,NA,NA,NA,11.4
"trappjo01","SDR",1969,-0.3,1.5,1.2,NA,NA,NA,NA,10.6
"tresvjo01","SEA",1969,1,0.8,1.8,NA,NA,NA,NA,14.2
