year,playerid,name,votes
2011,boshch01,Chris Bosh,571734
2011,boozeca01,Carlos Boozer,504610
2011,gallida01,Danilo Gallinari,390658
2011,smithjo03,Josh Smith,387843
2011,denglu01,Luol Deng,291118
2011,grangda01,Danny Granger,279522
2011,howardw01,Dwight Howard,2099204
2011,onealsh01,Shaquille O'Neal,906284
2011,noahjo01,Joakim Noah,432127
2011,bogutan01,Andrew Bogut,301896
2011,horfoal01,Al Horford,287083
2011,bryanko01,Kobe Bryant,2380016
2011,paulch01,Chris Paul,1281591
2011,ginobma01,Manu Ginobili,748840
2011,nashst01,Steve Nash,718934
2011,westbru01,Russell Westbrook,660244
2011,willide01,Deron Williams,657806
2011,parketo01,Tony Parker,436958
2011,kiddja01,Jason Kidd,394793
2011,ellismo01,Monta Ellis,390237
2011,cartevi01,Vince Carter,353143
2011,duranke01,Kevin Durant,1736728
2011,anthoca01,Carmelo Anthony,1299849
2011,gasolpa01,Pau Gasol,1100772
2011,griffbl01,Blake Griffin,1033646
2011,duncati01,Tim Duncan,839599
2011,nowitdi01,Dirk Nowitzki,785120
2011,odomla01,Lamar Odom,529854
2011,loveke01,Kevin Love,492173
2011,scolalu01,Luis Scola,411576
2011,gayru01,Rudy Gay,284021
2011,mingya01,Yao Ming,1146426
2011,bynuman01,Andrew Bynum,974546
2011,hilarne01,Nene Hilario,599048
2011,gasolma01,Marc Gasol,524932
2011,okafoem01,Emeka Okafor,435218
2012,rosede01,Derrick Rose,1514723
2012,wadedw01,Dwyane Wade,1334223
2012,rondora01,Rajon Rondo,547110
2012,allenra02,Ray Allen,382147
2012,willide01,Deron Williams,208697
2012,caldejo01,Jose Calderon,132167
2012,hamilri01,Richard Hamilton,111368
2012,walljo01,John Wall,96606
2012,irvinky01,Kyrie Irving,96346
2012,johnsjo02,Joe Johnson,66145
2012,jamesle01,LeBron James,1360680
2012,anthoca01,Carmelo Anthony,1041290
2012,stoudam01,Amar'e Stoudemire,383734
2012,garneke01,Kevin Garnett,367914
2012,boshch01,Chris Bosh,324605
2012,denglu01,Luol Deng,276205
2012,piercpa01,Paul Pierce,215020
2012,boozeca01,Carlos Boozer,175828
2012,bargnan01,Andrea Bargnani,152362
2012,smithjo03,Josh Smith,119638
2012,howardw01,Dwight Howard,1600390
2012,noahjo01,Joakim Noah,236497
2012,chandty01,Tyson Chandler,163077
2012,anthojo01,Joel Anthony,101307
2012,mcgeeja01,JaVale McGee,63765
2012,bryanko01,Kobe Bryant,1555479
2012,paulch01,Chris Paul,1138743
2012,rubiori01,Ricky Rubio,397456
2012,nashst01,Steve Nash,276268
2012,westbru01,Russell Westbrook,262186
2012,lowryky01,Kyle Lowry,185584
2012,ellismo01,Monta Ellis,156603
2012,billuch01,Chauncey Billups,120961
2012,kiddja01,Jason Kidd,114924
2012,ginobma01,Manu Ginobili,111273
2012,duranke01,Kevin Durant,1345566
2012,griffbl01,Blake Griffin,876451
2012,gasolpa01,Pau Gasol,470353
2012,nowitdi01,Dirk Nowitzki,468435
2012,loveke01,Kevin Love,373880
2012,aldrila01,LaMarcus Aldridge,279500
2012,duncati01,Tim Duncan,185069
2012,odomla01,Lamar Odom,142830
2012,gallida01,Danilo Gallinari,110245
2012,gayru01,Rudy Gay,95228
2012,bynuman01,Andrew Bynum,1051945
2012,jordade01,DeAndre Jordan,322056
2012,gasolma01,Marc Gasol,285525
2012,hilarne01,Nene Hilario,207102
2012,gortama01,Marcin Gortat,136168
